Level,Date and Time,Source,Event ID,Task Category
Information,08/08/2018 12:24:25,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2808
Maximum performance percentage: 121
Minimum performance percentage: 32
Minimum throttle percentage: 3"
Information,08/08/2018 12:24:25,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2808
Maximum performance percentage: 121
Minimum performance percentage: 14
Minimum throttle percentage: 3"
Warning,08/08/2018 12:24:25,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device ACPI\MSHW0041\2&daba3ff&1.
Information,08/08/2018 12:24:25,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,08/08/2018 12:24:25,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{e6460861-32f5-4c57-b316-572b84be1b60} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Critical,08/08/2018 12:24:24,Microsoft-Windows-Kernel-Power,41,(63),"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly."
Information,08/08/2018 12:24:24,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎2094‎-‎02‎-‎20T12:14:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,08/08/2018 12:24:24,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎2070‎-‎12‎-‎16T01:13:56.000000000Z) has successfully loaded and registered with Filter Manager."
Information,08/08/2018 12:24:24,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,08/08/2018 12:24:23,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2070‎-‎12‎-‎04T21:41:44.000000000Z) has successfully loaded and registered with Filter Manager."
Information,08/08/2018 12:24:23,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2036‎-‎09‎-‎29T15:47:10.000000000Z) has successfully loaded and registered with Filter Manager."
Information,08/08/2018 12:24:23,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2083‎-‎04‎-‎08T17:57:41.000000000Z) has successfully loaded and registered with Filter Manager."
Information,08/08/2018 12:24:37,EventLog,6013,None,The system uptime is 14 seconds.
Information,08/08/2018 12:24:37,EventLog,6005,None,The Event log service was started.
Information,08/08/2018 12:24:37,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 17134  Multiprocessor Free.
Error,08/08/2018 12:24:37,EventLog,6008,None,The previous system shutdown at 12:03:25 on ‎08/‎08/‎2018 was unexpected.
Information,08/08/2018 12:24:22,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,08/08/2018 12:24:22,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,08/08/2018 12:24:22,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,08/08/2018 12:24:22,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was false. The last boot's success status was true.
Information,08/08/2018 12:24:22,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,08/08/2018 12:24:22,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,08/08/2018 12:24:22,Microsoft-Windows-Kernel-Boot,153,(62),Virtualization-based security (policies: 0) is disabled.
Information,08/08/2018 12:24:22,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2018‎-‎08‎-‎08T10:24:22.498483000Z.
Information,08/08/2018 12:05:46,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,08/08/2018 12:00:05,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Definition Update for Windows Defender Antivirus - KB2267602 (Definition 1.273.1034.0)
Information,08/08/2018 12:00:00,EventLog,6013,None,The system uptime is 90695 seconds.
Information,08/08/2018 11:59:48,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Definition Update for Windows Defender Antivirus - KB2267602 (Definition 1.273.1034.0)
Information,08/08/2018 11:59:48,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,08/08/2018 11:58:09,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NBLGGH2JHXJ-MICROSOFT.MINECRAFTUWP
Information,08/08/2018 11:58:09,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NBLGGH2JHXJ-MICROSOFT.MINECRAFTUWP
Information,08/08/2018 11:58:06,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Philipp Wise\AppData\Local\Packages\Microsoft.MinecraftUWP_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,08/08/2018 11:58:03,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MinecraftUWP_1.5.300.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,08/08/2018 11:53:04,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Error,08/08/2018 11:52:41,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,08/08/2018 11:50:18,Microsoft-Windows-Kernel-Power,105,(100),Power source change.
Error,08/08/2018 11:50:10,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user DESKTOP-JRHB8O7\Philipp Wise SID (S-1-5-21-3472773844-1026657542-2222872734-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,08/08/2018 11:50:07,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user DESKTOP-JRHB8O7\Philipp Wise SID (S-1-5-21-3472773844-1026657542-2222872734-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,08/08/2018 11:49:45,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,08/08/2018 11:49:45,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,08/08/2018 11:49:45,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,08/08/2018 11:49:44,Microsoft-Windows-Winlogon,7001,(1101),User Log-on Notification for Customer Experience Improvement Program
Information,08/08/2018 11:49:44,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2018‎-‎08‎-‎07T10:39:50.006157500Z
Wake Time: ‎2018‎-‎08‎-‎08T09:49:42.145212800Z

Wake Source: Unknown"
Warning,08/08/2018 11:49:43,BTHUSB,34,None,The local adapter does not support an important Low Energy controller state to support peripheral mode. The minimum required supported state mask is 0x491f7fffff; got 0x1fffffff. Low Energy peripheral role functionality will not be available.
Information,08/08/2018 11:49:43,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Error,08/08/2018 11:49:42,BTHUSB,17,None,The local Bluetooth adapter has failed in an undetermined manner and will not be used. The driver has been unloaded.
Information,08/08/2018 11:49:42,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x1.
Information,08/08/2018 11:49:42,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,08/08/2018 11:49:42,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,08/08/2018 11:49:42,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,08/08/2018 11:49:42,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,08/08/2018 11:49:40,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎08‎-‎08T09:49:40.500000000Z from ‎2018‎-‎08‎-‎07T10:39:52.544527200Z.

Change Reason: System time synchronized with the hardware clock."
Information,07/08/2018 12:39:52,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,07/08/2018 12:39:51,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,07/08/2018 12:39:49,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,07/08/2018 12:39:49,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,07/08/2018 12:39:49,Microsoft-Windows-Winlogon,7002,(1102),User Log-off Notification for Customer Experience Improvement Program
Error,07/08/2018 12:39:44,Microsoft-Windows-DistributedCOM,10010,None,The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Information,07/08/2018 12:39:42,User32,1074,None,"The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-JRHB8O7) has initiated the power off of computer DESKTOP-JRHB8O7 on behalf of user DESKTOP-JRHB8O7\Philipp Wise for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shut-down Type: power off
 Comment: "
Information,07/08/2018 12:39:41,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,07/08/2018 12:00:00,EventLog,6013,None,The system uptime is 4296 seconds.
Information,07/08/2018 10:59:42,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Definition Update for Windows Defender Antivirus - KB2267602 (Definition 1.273.950.0)
Information,07/08/2018 10:59:04,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Definition Update for Windows Defender Antivirus - KB2267602 (Definition 1.273.950.0)
Information,07/08/2018 10:58:59,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,07/08/2018 10:57:41,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,07/08/2018 10:55:39,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Error,07/08/2018 10:55:11,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
